Country,Year,Date,Deaths,GDP_per_Capita,Democracy_Scores,Democracy_Classification
Afghanistan,2020,2020-02-16,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-17,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-18,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-19,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-20,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-21,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-22,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-23,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-24,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-25,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-26,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-27,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-28,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-02-29,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-01,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-02,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-03,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-04,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-05,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-06,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-07,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-08,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-09,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-10,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-11,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-12,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-13,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-14,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-15,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-16,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-17,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-18,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-19,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-20,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-21,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-22,0,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-23,1,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-24,1,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-25,1,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-26,2,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-27,2,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-28,2,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-29,4,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-30,4,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-03-31,4,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-01,4,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-02,4,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-03,5,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-04,5,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-05,7,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-06,7,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-07,11,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-08,14,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-09,15,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-10,15,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-11,15,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-12,18,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-13,19,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-14,22,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-15,25,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-16,29,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-17,30,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-18,30,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-19,30,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-20,33,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-21,36,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-22,36,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-23,40,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-24,40,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-25,43,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-26,49,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-27,50,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-28,60,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-29,60,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-04-30,60,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-01,64,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-02,72,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-03,72,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-04,72,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-05,72,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-06,95,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-07,104,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-08,105,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-09,105,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-10,119,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-11,120,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-12,127,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-13,127,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-14,136,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-15,153,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-16,168,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-17,169,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-18,173,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-19,177,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-20,187,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-21,193,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-22,205,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-23,215,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-24,222,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-25,223,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-26,224,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-27,230,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-28,239,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-29,250,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-30,252,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-05-31,254,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-01,269,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-02,274,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-03,298,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-04,303,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-05,313,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-06,331,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-07,361,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-08,373,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-09,380,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-10,409,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-11,430,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-12,450,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-13,455,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-14,475,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-15,480,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-16,488,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-17,508,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-18,550,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-19,552,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-20,552,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-21,585,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-22,602,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-23,622,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-24,643,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-25,679,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-26,684,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-27,707,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-28,733,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-29,737,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-06-30,739,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-01,778,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-02,811,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-03,823,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-04,830,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-05,868,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-06,891,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-07,924,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-08,940,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-09,941,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-10,975,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-11,979,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-12,1014,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-13,1016,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-14,1049,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-15,1098,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-16,1117,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-17,1151,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-18,1151,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-19,1185,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-20,1187,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-21,1188,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-22,1194,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-23,1215,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-24,1229,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-25,1250,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-26,1263,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-27,1273,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-28,1274,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-29,1275,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-30,1275,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-07-31,1275,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-01,1287,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-02,1287,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-03,1287,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-04,1292,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-05,1298,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-06,1302,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-07,1302,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-08,1311,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-09,1316,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-10,1316,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-11,1348,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-12,1358,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-13,1367,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-14,1367,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-15,1374,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-16,1379,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-17,1379,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-18,1379,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-19,1379,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-20,1387,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-21,1389,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-22,1389,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-23,1389,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-24,1391,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-25,1401,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-26,1405,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-27,1405,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-28,1406,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-29,1406,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-30,1406,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-08-31,1406,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-01,1410,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-02,1413,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-03,1413,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-04,1413,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-05,1413,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-06,1416,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-07,1419,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-08,1422,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-09,1424,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-10,1424,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-11,1424,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-12,1424,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-13,1424,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-14,1429,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-15,1430,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-16,1440,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-17,1440,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-18,1441,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-19,1441,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-20,1445,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-21,1448,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-22,1449,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-23,1450,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-24,1455,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-25,1455,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-26,1457,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-27,1457,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-28,1460,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-29,1462,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-09-30,1462,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-01,1462,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-02,1462,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-03,1466,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-04,1466,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-05,1470,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-06,1471,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-07,1473,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-08,1474,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-09,1476,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-10,1477,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-11,1481,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-12,1483,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-13,1484,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-14,1485,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-15,1485,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-16,1489,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-17,1492,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-18,1496,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-19,1501,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-20,1503,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-21,1503,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-22,1503,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-23,1505,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-24,1507,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-25,1511,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-26,1514,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-27,1518,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-28,1523,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-29,1529,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-30,1532,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-10-31,1533,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-01,1536,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-02,1536,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-03,1541,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-04,1544,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-05,1548,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-06,1554,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-07,1554,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-08,1556,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-09,1562,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-10,1574,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-11,1577,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-12,1581,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-13,1591,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-14,1595,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-15,1605,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-16,1617,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-17,1626,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-18,1638,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-19,1645,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-20,1650,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-21,1661,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-22,1675,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-23,1687,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-24,1695,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-25,1712,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-26,1725,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-27,1737,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-28,1740,512.055098005672,0.357567747963237,Moderate Autocracy
Afghanistan,2020,2020-11-29,1752,512.055098005672,0.357567747963237,Moderate Autocracy
